Sentence	Entities
tao nghe nói quán này bán canh cải thảo với thịt heo ba chỉ, ăn rất thanh mát và ngon miệng.	"[{""start"": 31, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 44, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 44, ""end"": 59, ""label"": ""NGUYEN_LIEU""}, {""start"": 44, ""end"": 48, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 30, ""label"": ""CACH_CHE_BIEN""}]"
quán đó có món mực xào hành lá ăn kèm với cơm trắng, ăn thơm lừng luôn.	"[{""start"": 23, ""end"": 30, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 22, ""label"": ""CACH_CHE_BIEN""}, {""start"": 19, ""end"": 21, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món cá ngát kho với nước dừa chưa? vị ngọt của cá và thơm của dừa rất tuyệt.	"[{""start"": 28, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 23, ""label"": ""CACH_CHE_BIEN""}]"
tao thấy quán này có món bún bò xào với xả, ăn kèm với chanh tươi, cực kỳ lạ miệng.	"[{""start"": 55, ""end"": 60, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 35, ""label"": ""CACH_CHE_BIEN""}, {""start"": 32, ""end"": 34, ""label"": ""CACH_CHE_BIEN""}]"
chỗ đó bán món đậu hũ non hấp sả ăn với rau cải ngọt, rất thanh đạm nhưng ngon.	"[{""start"": 30, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 47, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 25, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 44, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 29, ""label"": ""CACH_CHE_BIEN""}]"
quán gần trường có món tôm tươi xào sả ớt, ăn kèm với bánh mì giòn, ngon hết sảy.	"[{""start"": 36, ""end"": 38, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 59, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 35, ""label"": ""CACH_CHE_BIEN""}, {""start"": 54, ""end"": 58, ""label"": ""CACH_CHE_BIEN""}, {""start"": 32, ""end"": 34, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món thịt bò xào ngồng cải chưa? món này vừa thơm vừa ngọt, ăn rất dễ.	"[{""start"": 17, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 23, ""label"": ""CACH_CHE_BIEN""}, {""start"": 20, ""end"": 22, ""label"": ""CACH_CHE_BIEN""}]"
quán đó có món thịt heo quay ăn kèm với rau củ xào và cơm trắng, vị rất đậm đà.	"[{""start"": 40, ""end"": 46, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 57, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 47, ""end"": 50, ""label"": ""CACH_CHE_BIEN""}, {""start"": 24, ""end"": 28, ""label"": ""CACH_CHE_BIEN""}, {""start"": 47, ""end"": 49, ""label"": ""CACH_CHE_BIEN""}]"
hôm qua tao ăn thử món mực hấp gừng với nấm đông cô, cực kỳ ngon và thanh mát.	"[{""start"": 31, ""end"": 35, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 43, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 51, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 30, ""label"": ""CACH_CHE_BIEN""}]"
chỗ đó có món bò xào tỏi ăn với khoai lang chiên, vị ngọt của khoai rất hợp với thịt bò.	"[{""start"": 21, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 14, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 87, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 35, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 84, ""label"": ""NGUYEN_LIEU""}, {""start"": 43, ""end"": 48, ""label"": ""CACH_CHE_BIEN""}, {""start"": 17, ""end"": 20, ""label"": ""CACH_CHE_BIEN""}, {""start"": 32, ""end"": 35, ""label"": ""CACH_CHE_BIEN""}, {""start"": 17, ""end"": 19, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món sườn non kho mặn ăn với cơm nóng chưa? hương vị rất đậm đà.	"[{""start"": 12, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 36, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 21, ""end"": 24, ""label"": ""CACH_CHE_BIEN""}]"
quán đó bán món hủ tiếu xào tôm với ngò rí, ăn ngon mà không ngán chút nào.	"[{""start"": 28, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 36, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}, {""start"": 24, ""end"": 26, ""label"": ""CACH_CHE_BIEN""}]"
tao thấy quán này có món cá trê nướng muối ớt, ăn với rau diếp cá tươi rất ngon miệng.	"[{""start"": 38, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 43, ""end"": 45, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 65, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 37, ""label"": ""CACH_CHE_BIEN""}]"
chỗ đó có món măng chua xào tôm, ăn với cơm trắng cực kỳ hợp khẩu vị.	"[{""start"": 28, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 14, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 14, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 43, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}, {""start"": 24, ""end"": 26, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món thịt heo ba rọi nướng mật ong chưa? vị ngọt ngọt, ăn rất thích.	"[{""start"": 34, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 16, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 33, ""label"": ""CACH_CHE_BIEN""}]"
quán này bán món tôm hùm hấp ăn với xì dầu và gừng, cực kỳ hấp dẫn và đậm đà.	"[{""start"": 46, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 36, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 17, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 42, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 28, ""label"": ""CACH_CHE_BIEN""}]"
chỗ đó có món canh bí đỏ nấu thịt băm ăn với cơm nóng, vị ngọt thanh rất thích hợp mùa lạnh.	"[{""start"": 19, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 45, ""end"": 48, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 33, ""label"": ""NGUYEN_LIEU""}, {""start"": 14, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}]"
quán này có món sườn heo xào sả ớt ăn kèm với cơm, rất vừa miệng.	"[{""start"": 29, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 32, ""end"": 34, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 46, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 28, ""label"": ""CACH_CHE_BIEN""}, {""start"": 25, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món phở xào bò chưa? vị mềm của phở hòa quyện với thịt bò xào rất tuyệt.	"[{""start"": 20, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 58, ""end"": 65, ""label"": ""NGUYEN_LIEU""}, {""start"": 58, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 19, ""label"": ""CACH_CHE_BIEN""}, {""start"": 16, ""end"": 18, ""label"": ""CACH_CHE_BIEN""}]"
quán đó có món thịt lợn xào sả ăn với khoai tây chiên, ăn ngon mà không ngán.	"[{""start"": 28, ""end"": 30, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 47, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 48, ""end"": 53, ""label"": ""CACH_CHE_BIEN""}, {""start"": 24, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}, {""start"": 38, ""end"": 41, ""label"": ""CACH_CHE_BIEN""}, {""start"": 24, ""end"": 26, ""label"": ""CACH_CHE_BIEN""}]"
tao nghe nói quán ở phố lê lợi bán món gà nướng tiêu đen, ăn kèm với rau sống rất ngon miệng.	"[{""start"": 39, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 48, ""end"": 52, ""label"": ""NGUYEN_LIEU""}, {""start"": 48, ""end"": 56, ""label"": ""NGUYEN_LIEU""}, {""start"": 69, ""end"": 77, ""label"": ""NGUYEN_LIEU""}, {""start"": 39, ""end"": 47, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 47, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món nấm mỡ xào hành tây chưa? rất thơm và dễ ăn.	"[{""start"": 23, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 22, ""label"": ""CACH_CHE_BIEN""}, {""start"": 19, ""end"": 21, ""label"": ""CACH_CHE_BIEN""}]"
quán đó có món đậu đỏ hầm với xương heo, ăn rất bổ dưỡng và ngon miệng.	"[{""start"": 15, ""end"": 21, ""label"": ""NGUYEN_LIEU""}, {""start"": 30, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 22, ""end"": 25, ""label"": ""CACH_CHE_BIEN""}]"
chỗ đó bán món thịt bò nướng bbq ăn với khoai lang mật nướng, vị ngọt rất hợp.	"[{""start"": 20, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 20, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 43, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 28, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 28, ""label"": ""CACH_CHE_BIEN""}, {""start"": 40, ""end"": 43, ""label"": ""CACH_CHE_BIEN""}, {""start"": 29, ""end"": 32, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món tôm chiên giòn ăn với xà lách trộn và sốt mayo chưa? thử đi, ngon lắm.	"[{""start"": 12, ""end"": 15, ""label"": ""NGUYEN_LIEU""}, {""start"": 34, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 54, ""end"": 58, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 21, ""label"": ""CACH_CHE_BIEN""}, {""start"": 50, ""end"": 53, ""label"": ""CACH_CHE_BIEN""}, {""start"": 42, ""end"": 46, ""label"": ""CACH_CHE_BIEN""}, {""start"": 34, ""end"": 36, ""label"": ""CACH_CHE_BIEN""}]"
quán đó có món cơm chiên với nấm rơm, ăn kèm với xào hành tây, ngon cực kỳ.	"[{""start"": 53, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 53, ""end"": 57, ""label"": ""NGUYEN_LIEU""}, {""start"": 29, ""end"": 36, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 18, ""label"": ""NGUYEN_LIEU""}, {""start"": 19, ""end"": 24, ""label"": ""CACH_CHE_BIEN""}, {""start"": 49, ""end"": 52, ""label"": ""CACH_CHE_BIEN""}, {""start"": 49, ""end"": 51, ""label"": ""CACH_CHE_BIEN""}]"
hôm qua tao ăn thử món canh thịt viên nấu rau cải, ăn với cơm trắng cực kỳ hợp.	"[{""start"": 58, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 42, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 23, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}]"
chỗ đó bán món đậu phộng rang ăn với bánh tráng, ăn kèm với nước mắm ngon lắm.	"[{""start"": 60, ""end"": 68, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 24, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 68, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 47, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 64, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 29, ""label"": ""NGUYEN_LIEU""}, {""start"": 25, ""end"": 29, ""label"": ""CACH_CHE_BIEN""}, {""start"": 37, ""end"": 41, ""label"": ""CACH_CHE_BIEN""}, {""start"": 43, ""end"": 46, ""label"": ""CACH_CHE_BIEN""}]"
mày thử món gà chiên giòn ăn với rau sống và chanh tươi chưa? vị giòn rụm rất tuyệt.	"[{""start"": 12, ""end"": 14, ""label"": ""NGUYEN_LIEU""}, {""start"": 45, ""end"": 50, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 15, ""end"": 20, ""label"": ""CACH_CHE_BIEN""}]"
quán này có món bún đậu mắm tôm ăn kèm với rau sống tươi ngon, không thể bỏ qua.	"[{""start"": 24, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 43, ""end"": 51, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 31, ""label"": ""NGUYEN_LIEU""}, {""start"": 16, ""end"": 19, ""label"": ""NGUYEN_LIEU""}]"
tao thấy quán ở phố nguyễn văn cừ bán món gà xào sả ớt ăn với cơm nóng, rất hợp lý.	"[{""start"": 42, ""end"": 44, ""label"": ""NGUYEN_LIEU""}, {""start"": 49, ""end"": 51, ""label"": ""NGUYEN_LIEU""}, {""start"": 52, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 65, ""label"": ""NGUYEN_LIEU""}, {""start"": 45, ""end"": 48, ""label"": ""CACH_CHE_BIEN""}, {""start"": 45, ""end"": 47, ""label"": ""CACH_CHE_BIEN""}]"
thực khách đến với nhà hàng của chúng tôi có thể thưởng thức món sườn non nướng mật ong thơm lừng, ăn kèm với rau diếp cá tươi mát.	"[{""start"": 80, ""end"": 87, ""label"": ""NGUYEN_LIEU""}, {""start"": 110, ""end"": 118, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 73, ""label"": ""NGUYEN_LIEU""}, {""start"": 119, ""end"": 121, ""label"": ""NGUYEN_LIEU""}, {""start"": 65, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 110, ""end"": 121, ""label"": ""NGUYEN_LIEU""}, {""start"": 74, ""end"": 79, ""label"": ""CACH_CHE_BIEN""}]"
chuyên gia ẩm thực khuyên bạn không nên bỏ qua món phở xào bò, đặc biệt là khi ăn kèm với rau mùi và ngò rí để tăng thêm phần hấp dẫn.	"[{""start"": 59, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 51, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 90, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 94, ""end"": 97, ""label"": ""NGUYEN_LIEU""}, {""start"": 101, ""end"": 104, ""label"": ""NGUYEN_LIEU""}, {""start"": 126, ""end"": 129, ""label"": ""CACH_CHE_BIEN""}, {""start"": 55, ""end"": 58, ""label"": ""CACH_CHE_BIEN""}, {""start"": 55, ""end"": 57, ""label"": ""CACH_CHE_BIEN""}]"
mùa hè này, hãy thử món gà nướng sốt bbq tại nhà hàng, món ăn này cực kỳ hợp để thưởng thức cùng với rau sống tươi mát.	"[{""start"": 24, ""end"": 26, ""label"": ""NGUYEN_LIEU""}, {""start"": 33, ""end"": 40, ""label"": ""NGUYEN_LIEU""}, {""start"": 101, ""end"": 109, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 32, ""label"": ""NGUYEN_LIEU""}, {""start"": 27, ""end"": 32, ""label"": ""CACH_CHE_BIEN""}, {""start"": 33, ""end"": 36, ""label"": ""CACH_CHE_BIEN""}, {""start"": 37, ""end"": 40, ""label"": ""CACH_CHE_BIEN""}]"
đến ngay cửa hàng chúng tôi để thưởng thức món canh bí đỏ nấu thịt băm, một món ăn nóng hổi và bổ dưỡng rất phù hợp cho mùa lạnh.	"[{""start"": 52, ""end"": 57, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 89, ""end"": 91, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 66, ""label"": ""NGUYEN_LIEU""}, {""start"": 47, ""end"": 51, ""label"": ""CACH_CHE_BIEN""}]"
nếu bạn yêu thích các món ăn cay, đừng quên thử món mực xào tỏi ớt tại quán chúng tôi, ăn kèm với cơm trắng sẽ làm bạn phải xiêu lòng.	"[{""start"": 60, ""end"": 63, ""label"": ""NGUYEN_LIEU""}, {""start"": 64, ""end"": 66, ""label"": ""NGUYEN_LIEU""}, {""start"": 98, ""end"": 101, ""label"": ""NGUYEN_LIEU""}, {""start"": 52, ""end"": 55, ""label"": ""NGUYEN_LIEU""}, {""start"": 18, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 56, ""end"": 59, ""label"": ""CACH_CHE_BIEN""}, {""start"": 56, ""end"": 58, ""label"": ""CACH_CHE_BIEN""}]"
hãy ghé qua cửa hàng để thử ngay món bò xào sả ớt đặc biệt, vị thơm ngọt của bò kết hợp với sả ớt tạo nên một món ăn vô cùng đậm đà.	"[{""start"": 44, ""end"": 46, ""label"": ""NGUYEN_LIEU""}, {""start"": 47, ""end"": 49, ""label"": ""NGUYEN_LIEU""}, {""start"": 37, ""end"": 39, ""label"": ""NGUYEN_LIEU""}, {""start"": 40, ""end"": 43, ""label"": ""CACH_CHE_BIEN""}, {""start"": 40, ""end"": 42, ""label"": ""CACH_CHE_BIEN""}]"
quán của chúng tôi có món bún đậu mắm tôm ăn kèm với rau sống tươi ngon, rất thích hợp cho những ai yêu thích ẩm thực miền bắc.	"[{""start"": 34, ""end"": 37, ""label"": ""NGUYEN_LIEU""}, {""start"": 38, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 53, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 34, ""end"": 41, ""label"": ""NGUYEN_LIEU""}, {""start"": 26, ""end"": 29, ""label"": ""NGUYEN_LIEU""}]"
món tôm hùm hấp gừng tại nhà hàng này có hương vị thơm nồng, ăn kèm với nước xì dầu và gia vị đặc biệt sẽ khiến bạn không thể quên.	"[{""start"": 16, ""end"": 20, ""label"": ""NGUYEN_LIEU""}, {""start"": 77, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 7, ""label"": ""NGUYEN_LIEU""}, {""start"": 4, ""end"": 11, ""label"": ""NGUYEN_LIEU""}, {""start"": 72, ""end"": 76, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 83, ""label"": ""NGUYEN_LIEU""}, {""start"": 12, ""end"": 15, ""label"": ""CACH_CHE_BIEN""}]"
để làm bữa sáng của bạn trở nên phong phú, hãy thử món bánh mì nướng ăn kèm với thịt heo quay và rau cải xoong, vừa ngon lại đầy đủ dưỡng chất.	"[{""start"": 80, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 93, ""label"": ""NGUYEN_LIEU""}, {""start"": 101, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 97, ""end"": 104, ""label"": ""NGUYEN_LIEU""}, {""start"": 97, ""end"": 110, ""label"": ""NGUYEN_LIEU""}, {""start"": 55, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 80, ""end"": 84, ""label"": ""NGUYEN_LIEU""}, {""start"": 63, ""end"": 68, ""label"": ""CACH_CHE_BIEN""}, {""start"": 89, ""end"": 93, ""label"": ""CACH_CHE_BIEN""}, {""start"": 55, ""end"": 59, ""label"": ""CACH_CHE_BIEN""}]"
chúng tôi mang đến cho bạn một lựa chọn tuyệt vời với món thịt ba chỉ nướng, ăn cùng khoai tây chiên và bắp cải trộn, chắc chắn sẽ làm bạn hài lòng.	"[{""start"": 104, ""end"": 111, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 94, ""label"": ""NGUYEN_LIEU""}, {""start"": 58, ""end"": 69, ""label"": ""NGUYEN_LIEU""}, {""start"": 104, ""end"": 107, ""label"": ""NGUYEN_LIEU""}, {""start"": 85, ""end"": 88, ""label"": ""NGUYEN_LIEU""}, {""start"": 58, ""end"": 62, ""label"": ""NGUYEN_LIEU""}, {""start"": 95, ""end"": 100, ""label"": ""CACH_CHE_BIEN""}, {""start"": 70, ""end"": 75, ""label"": ""CACH_CHE_BIEN""}, {""start"": 85, ""end"": 88, ""label"": ""CACH_CHE_BIEN""}, {""start"": 112, ""end"": 116, ""label"": ""CACH_CHE_BIEN""}]"
tại nhà hàng, món măng chua xào tôm là món ăn không thể bỏ qua, với hương vị chua cay và độ tươi ngọt từ tôm, một sự kết hợp hoàn hảo.	"[{""start"": 32, ""end"": 35, ""label"": ""NGUYEN_LIEU""}, {""start"": 18, ""end"": 22, ""label"": ""NGUYEN_LIEU""}, {""start"": 18, ""end"": 27, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 31, ""label"": ""CACH_CHE_BIEN""}, {""start"": 28, ""end"": 30, ""label"": ""CACH_CHE_BIEN""}]"
một trong những món ăn bán chạy nhất tại quán chúng tôi là gà xào sả ớt, món ăn này khi kết hợp với cơm nóng sẽ làm bữa ăn của bạn trở nên hoàn hảo.	"[{""start"": 59, ""end"": 61, ""label"": ""NGUYEN_LIEU""}, {""start"": 66, ""end"": 68, ""label"": ""NGUYEN_LIEU""}, {""start"": 69, ""end"": 71, ""label"": ""NGUYEN_LIEU""}, {""start"": 100, ""end"": 103, ""label"": ""NGUYEN_LIEU""}, {""start"": 62, ""end"": 65, ""label"": ""CACH_CHE_BIEN""}, {""start"": 62, ""end"": 64, ""label"": ""CACH_CHE_BIEN""}]"
khám phá món đậu hũ non hấp sả tại nhà hàng, một món ăn thanh đạm nhưng không kém phần thơm ngon, rất thích hợp cho những ngày chay tịnh.	"[{""start"": 123, ""end"": 125, ""label"": ""NGUYEN_LIEU""}, {""start"": 28, ""end"": 30, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 19, ""label"": ""NGUYEN_LIEU""}, {""start"": 13, ""end"": 23, ""label"": ""NGUYEN_LIEU""}, {""start"": 127, ""end"": 131, ""label"": ""NGUYEN_LIEU""}, {""start"": 24, ""end"": 27, ""label"": ""CACH_CHE_BIEN""}, {""start"": 127, ""end"": 131, ""label"": ""CACH_CHE_BIEN""}]"
tại nhà hàng chúng tôi, bạn có thể thưởng thức món tôm tươi xào với xả ớt, ăn kèm với cơm trắng, đây sẽ là một trải nghiệm ẩm thực không thể bỏ lỡ.	"[{""start"": 71, ""end"": 73, ""label"": ""NGUYEN_LIEU""}, {""start"": 51, ""end"": 54, ""label"": ""NGUYEN_LIEU""}, {""start"": 68, ""end"": 70, ""label"": ""NGUYEN_LIEU""}, {""start"": 51, ""end"": 59, ""label"": ""NGUYEN_LIEU""}, {""start"": 86, ""end"": 89, ""label"": ""NGUYEN_LIEU""}, {""start"": 60, ""end"": 63, ""label"": ""CACH_CHE_BIEN""}, {""start"": 60, ""end"": 62, ""label"": ""CACH_CHE_BIEN""}]"
